#PathwayID	Number
PWY-1422	2.1.1.95
PWY-5302	1.13.11.55
PWY-6853	1.14.11.41
PWY-7730	1.14.14
PWY-8089	2.7.1.bs
PWY-7188	4.2.1.M14
PWY-7287	2.1.1.285
PWY-7730	2.3.1
PWY-8093	1.1.1.420
PWY-5399	2.4.1
PWY-7189	2.4.1.360
PWY-7117	4.1.1.31
PWY-7115	4.1.1.31
PWY-241	4.1.1.31
PWY-5913	4.1.1.31
PWY-1622	4.1.1.31
PWY-6142	4.1.1.31
P23-PWY	4.1.1.31
PWY-7124	4.1.1.31
PWY-6146	4.1.1.31
PWYQT-4429	4.1.1.31
PWY-6549	4.1.1.31
FERMENTATION-PWY	4.1.1.31
PWY66-381	1.14.14.16
PWY-6309	3.7.1.3
TRPCAT-PWY	3.7.1.3
PWY-5154	3.5.1.16
PWY-5995	2.3.1.23
PWY-6440	1.5.3.14
PWY-6538	1.14.13.179
HISDEG-PWY	3.5.3.8
PWY-7331	4.2.1.115
PWY-7330	4.2.1.115
PWY-6143	4.2.1.115
PWY-7719	4.2.1.115
PWY-7332	4.2.1.115
PWY-7495	1.14.99
PWY-822	2.4.1.100
GALLATE-DEGRADATION-I-PWY	4.1.3.17
GALLATE-DEGRADATION-II-PWY	4.1.3.17
METHYLGALLATE-DEGRADATION-PWY	4.1.3.17
P184-PWY	4.1.3.17
PWY-3301	2.3.1.91
PWY-7995	2.1.1.42
PWY-6232	2.1.1.42
PWY-7407	2.5.1
PWY-7405	2.5.1
PWY-6710	1.14.14.M33
PWY-8042	1.14.14.fr
PWY-5629	6.3.2.26
PWY-7771	3.1.3
PWY-5737	1.14.20.3
PWY5F9-12	1.14.12.18
PWY0-1587	2.3.1.234
PWY-5406	4.2.1.121
PWY-6581	1.14.15.9
PWY66-389	1.2.1.3
PWY-5525	1.1.1.45
PWY-7128	1.2.1
LYSINE-AMINOAD-PWY	1.1.1.87
LYSINE-AMINOAD-PWY	1.1.1.286
P241-PWY	1.1.1.87
P241-PWY	1.1.1.286
PWY-3081	1.1.1.87
PWY-3081	1.1.1.286
PWY-7101	1.13.11.69
PWY-5104	1.1.1.383
PWY-5101	1.1.1.383
PWY-7000	2.4.1.301
FUCCAT-PWY	5.3.1.25
PWY-5133	2.5.1.137
PWY-361	2.3.1
PWY-6673	2.3.1
PWY-6039	2.3.1
PWY18C3-18	4.2.3.141
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.117
PWY-7410	1.14.14.31
PWY-8155	1.1.1
PWY-6546	2.8.2.M2
PWY-1121	1.1.1
FLUORENE-DEG-9-ONE-PWY	1.1.1.256
PWY-6689	3.1.3.84
PWY-6100	1.14.11.8
PWY-5287	1.14.14.101
PWY-7719	2.3.1
PWY-5422	4.2.3.44
PWY-6593	6.2.1
PWY-6807	3.2.1.51
PWY66-394	3.3.2.6
PWY-7656	2.3.1
PWY-7679	2.3.1
PWY-5268	2.3.1
PWY-5139	2.3.1
PWY-7105	4.4.1
PWY-7726	2.3.1
PWY-7728	2.3.1
PWY-5163	1.14.12.25
PWY-7000	2.4.1.301
PWY-6461	6.3.1
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1.2.1.60
PWY-6148	1.5.99.15
PWY-7818	2.7.8.M1
PWY-6219	6.3
PWY-5950	4.1.99.16
PWY-7435	2.4.1.147
PWY-6920	2.3.1
PWY-7412	1.14.13
PWY-7098	1.14.13.82
PWY-6572	3.2.1.180
PWY-5939	4.1.1.5
PWY-5751	4.1.1.109
PWY-5660	1.14.14.105
PWY-102	1.14.11
PWY-7237	1.1.1.369
PWY-8014	1.3.8.15
TRIGLSYN-PWY	3.1.3.4
PWY66-397	3.3.2
PWY-6778	2.4.1.31
PWY-7658	2.4.1.335
PWY18C3-3	2.4.1
PWY-6423	3.4.23.39
PWY-7725	1.1.1.330
PWY-7601	1.1.1.330
PWY-6598	1.1.1.330
PWY-7009	1.14.13
GALLATE-DEGRADATION-II-PWY	1.13.11.57
PWY66-423	3.1.3.46
PWY-6572	3.1.6.10
PWY-5955	3.1.1.94
PWY-6566	2.4.1.174
PWY-7419	5.4.99
PWY-6342	1.4.3.4
PWY-7177	3.6.1.5
PWY-7820	2.7.8.M1
GLUTORN-PWY	3.5.1.16
PWY-6184	1.14.13.1
PWY-5757	2.1.1.308
PWY-5631	1.14.20.1
PWY-7726	2.3.1.16
PWY-6627	4.2.1
PWY-7186	5.2
LIPASYN-PWY	3.1.1.32
PWY-6803	3.1.1.32
PWY-6325	2.1.1.65
PWY-7660	2.3.1
PWY-5176	5.2.1
PWY18C3-7	4.2.3
PWY-6453	1.14.14.129
PWY-7790	6.3.4.16
PWY-4984	6.3.4.16
P2-PWY	3.1.2.16
PWY-6659	2.5.1
PWY-5972	1.1.1
PWY-8151	4.2.1
PWY-6946	4.2.1
PWY-6945	4.2.1
PWY-6948	4.2.1
PWY-7422	1.14.15.33
PWY-7822	1.14.99.53
PWY-8044	1.3.1.M23
PWY-6192	1.3.1.119
PWY-5770	3.3.2.15
PWY-6387	6.3.2.9
PWY-6386	6.3.2.9
PWY-6917	3.1.2
PWY-6308	3.1.1.29
PWY-5196	4.99.1.11
PWY18C3-3	1.14.13
PWY18C3-2	1.14.13
PWY-699	1.1
PWY-2582	1.1
GLUCARDEG-PWY	4.2.1.40
PWY-6499	4.2.1.40
PWY-6996	3.2.1
PWY-2343	3.2.1
PWY-5978	1.1.1.M53
PWY-6936	4.4.1.13
PWY-6366	3.1.3
PWY-7131	2.5.1.101
PWY-6749	2.5.1.101
PWY18C3-1	5.5.1.9
PWY-6605	3.2.2.7
PWY-6427	2.1.1
PWY-7181	2.4.2.3
PWY-7181	2.4.2.2
PWY-7300	1.14.15
PWY-5428	1.2.1.28
PWY-7736	1.14.14
PWY8J2-1	6.3.1.M5
LYSDEGII-PWY	2.3.1
PWY3DJ-11470	1.2.1.3
PWY-7119	1.2.1.3
PWY18C3-16	2.3.1
PWY-7129	2.4.1
PWY-699	1.14.14
PWY-7608	2.1.1
PWY-7869	6.1.3.1
PWY0-1221	1.4.3.M3
PWY-8028	5.4.99.8
PWY-6109	5.4.99.8
PWY-7524	4.1.1.110
PWY-2464	1.14.19.63
PWY-8152	6.2.1.41
PWY-6944	6.2.1.41
PWY-6763	1.14.13
PWY-7826	4.3.3
PWY-7424	3.1.1.13
PWY-5782	1.1.1.M58
HEME-BIOSYNTHESIS-II-1	4.1.1.37
PWY-7159	4.1.1.37
CHLOROPHYLL-SYN	4.1.1.37
HEME-BIOSYNTHESIS-II	4.1.1.37
PWY-5531	4.1.1.37
PWY-7766	4.1.1.37
HEMESYN2-PWY	4.1.1.37
PWY-8186	1.21.4.1
PWY-7485	1.13.12.21
PWY-7483	1.13.12.21
PWY-8112	2.7.8.28
PWY-6197	1.14.13.7
PWY-6650	2.1.1.325
PWY-8060	2.7.1.229
PWY-7415	2.1.1.101
PWY-7667	2.1.1
PWY-7668	2.1.1
PWY-5267	4.99.1.M5
PWY18C3-24	3.1.1.1
PWY-7134	3.2.1.40
PWY-7031	2.4.1.292
PWY-6965	6.3.4.12
PWY-7610	1.1.1
PWY-7919	3.2.1.130
PWY-7532	6.3.2
PWY-2501	1.2.1.3
PWY-2724	1.2.1.3
PWY-5987	2.3.1
PWY-6935	4.4.1
PWY-6772	1.18.99
PWY-7826	1.3.1
PWY-8051	3.1.3.4
PWY-8053	3.1.3.4
GLYSYN-ALA-PWY	2.6.1.44
PWY-7430	1.14.13
PWY-8180	1.3.1.84
PWY-5744	1.3.1.84
PWY-5743	1.3.1.84
PWY-5789	1.3.1.84
PWY-8087	1.14.13.235
PWY-2421	1.14.13.235
PWY-6836	4.2.3.81
PWY-6243	4.2.3.81
PWY-5645	5.3.2.6
PWY-6655	2.4.1.251
PWY-5301	1.14.14.104
PWY-282	1.2.1
PWY-7214	1.11.1.7
PWY-5283	1.4.3.3
PWY1A0-6325	1.1.1
ASPARAGINE-DEG1-PWY-1	3.5.1.26
PWY-7138	2.1.1.122
PWY-7507	2.1.1.122
PWY-4922	2.3.1
PWY-7927	2.8.1.1
PWY-7612	1.14.19
PWY-8115	2.5.1.126
PWY-2582	1.14.14
NAD-BIOSYNTHESIS-III	2.4.2.12
PWY-6948	1.3.99
PWY-6786	1.1.1
PWY-7277	2.7.8.27
PWY3DJ-11281	2.7.8.27
PWY-5770	1.10.3.16
KETOGLUCONMET-PWY	1.1.1
PWY-6658	2.4.1
PWY-6457	6.2.1
PWY-7013	2.3.1.222
PWY-5437	2.3.1.222
PWYQT-4473	4.4.1.13
PWY-5287	1.5.3.12
PWY-5070	1.14.11
PWY-7140	2.4.1.91
PWY-6591	1.11.1.16
PWY-6591	1.11.1.13
NPGLUCAT-PWY	1.2.99.8
PWY-7614	3.4.11.7
PWY-5292	2.1.1.99
LIPA-CORESYN-PWY	2.4.1.44
PWY-7036	1.3.1.93
PWY-7535	2.3.1.244
PWY-6007	4.2.1.124
PWY-7422	2.4.1.277
PWY-8182	2.3.1.16
PWY3O-6	1.1.1.116
PWY-6379	6.3.2
PWY-5822	2.4.1
LYSINE-DEG1-PWY	1.5.1.8
PWY-5203	2.4.1.272
PWY-7325	1.14.14
PWY-7205	2.7.4.14
PWY-7205	2.7.4.25
PWY-762	1.14.19.23
PWYQT-4474	1.14.13.237
PWY-6920	4.2.1.119
PWY-5349	1.14.11
PWY-7398	1.14.11
PWY-5295	2.3.1.171
PWY-5320	2.4.1
PWY-7151	2.1.1
PWY-84	2.3.1
PWY-5329	2.8.1.2
PWY-7930	2.3.1
P164-PWY	2.1.2.4
PWY-5497	2.1.2.4
PWY66-373	3.2.1.26
PWY66-373	3.2.1.48
PWY-621	3.2.1.26
PWY-621	3.2.1.48
PWY-7540	1.14.14
PWY-2724	1.14.14
PWY-6024	2.4.1
PWY-5837	2.2.1.9
PWY-8181	1.1.1.35
PWY-6739	1.1.1.142
PWY-8055	2.3.1.51
PWY-8071	2.5.1.118
P303-PWY	1.7.2.8
PWY-7277	3.5.1.109
PWY3DJ-11281	3.5.1.109
PWY-7337	1.3.3.6
PWY-6241	1.11.1.8
PWY-5410	2.3.1.195
PWY-6970	1.2.1.51
PWY-7743	2.1.1.M16
PWYQT-4477	3.4.19.13
PWY-7678	2.4.2.51
PWY-5307	2.4.1.238
PWYG-321	3.1.3.12
PWY-7153	1.10.3.15
PWY-7932	1.14.19.M18
PWY-7621	1.1.1
PWY-7883	2.7.7.99
PWY-7117	4.2.1.1
PWY-7115	4.2.1.1
PWY-241	4.2.1.1
PWY-6142	4.2.1.1
PWY-5744	4.2.1.1
PWY-5743	4.2.1.1
PWY-5789	4.2.1.1
CYANCAT-PWY	4.2.1.1
PWYQT-4429	4.2.1.1
PWY-7043	1.13.11.65
PWY-6052	2.1.1.269
DARABCAT-PWY	5.3.1.3
DARABCATK12-PWY	5.3.1.3
PWY66-393	1.13.11.34
PCEDEG-PWY	1.21.99.5
PWY-6799	6.2.1
PWY-7338	1.1.1.M19
PWY-5473	1.14.14
PWY-6258	4.2.3
PWY-6664	2.7.7.74
PWY-7738	6.2.1.M2
PWYQT-4473	3.4.13.23
PWY-6151	2.5.1.6
PWY-5041	2.5.1.6
PWY-5912	2.5.1.6
SAM-PWY	2.5.1.6
ETHYL-PWY	2.5.1.6
METHIONINE-DEG1-PWY	2.5.1.6
PWY-7341	2.3.1.185
PWY-5317	2.3.1.185
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	2.4.1
PWY-5048	1.14.14
PWY-5747	4.1.3.30
PWY0-42	4.1.3.30
PWY-7615	1.14.13
PWY-7045	2.3.1
PWY-7546	2.1.1.314
PWY-6051	2.4.1
PWY-6932	1.8.1
DHGLUCONATE-PYR-CAT-PWY	2.7.1.13
PWY-7445	3.2.1.31
PWY-7340	2.3.1.16
PWY-5477	2.3.1
PWY-6261	2.4.1.17
PWY-6667	1.13.11
PWY-6471	6.3.5.13
PWY-5265	6.3.5.13
P164-PWY	3.5.4.8
PWY-5497	3.5.4.8
PWY-7238	2.4.1.25
PWY-7682	1.1.1
PWY-5338	2.4.1
PWYQT-4473	3.4.19.16
PWY-7157	2.4.1
PWY-5060	1.14.19.76
ARGDEG-V-PWY	3.5.1.4
PWY-6019	4.2.1.70
PWY-6955	2.7.7
PWY-2881	2.4.1
PWY-8198	2.4.1.eh
PWY-8197	2.4.1.eh
PWY-8196	2.4.1.eh
PWY-8195	2.4.1.eh
PWY-8192	2.4.1.eh
PWY-6352	2.7.1.150
PWY-7897	5.5.1.6
PWY1F-FLAVSYN	5.5.1.6
PWY-7397	5.5.1.6
PWY-6787	5.5.1.6
PWY-6978	1.14.13
PWY-5855	2.5.1.39
PWY-5873	2.5.1.39
PWY-6807	3.2.1.151
PWY-7352	1.1.1.362
PWY-7354	1.1.1.362
PWY-5490	3.1.8.1
PWY-6271	4.2.3.85
PWY-6672	2.3.1
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4.1.1.68
P201-PWY	4.99.1
PWY-7749	1.14.13.M16
PWY-6024	2.4.1
PWY-782	1.14.19.23
PWY-7160	2.1.1
PWY-8078	2.1.1.40
PWY-6030	4.1.1.28
PWY-6614	2.5.1.15
PWY-7626	5.3.3.19
PWY-7052	6.3.2.30
PWY-7557	1.1.1
TRIGLSYN-PWY	2.3.1.20
PWY-6407	2.3.1
PWY-7832	2.4.1.86
PWY-7833	2.4.1.86
PWY-321	1.2.1
ARGDEG-V-PWY	1.13.12.1
PWY-7679	2.3.1
PWY-7450	2.3.1
PWY-6978	4.1.1.98
PWY-5856	4.1.1.98
TOLUENE-DEG-DIOL-PWY	3.7.1.25
PWY-5641	3.7.1.25
TOLUENE-DEG-2-OH-PWY	3.7.1.25
PWY-6815	3.2.1.178
PWY-7363	2.1.1
PWY-6280	1.14.99.M6
PWY-7294	4.1.2.28
PWY-7178	4.1.2.28
PWY-6920	6.2.1.3
P221-PWY	6.2.1.3
PWY-7377	3.7.1.12
ARGSPECAT-PWY	2.5.1.22
POLYAMINSYN3-PWY	2.5.1.22
PWY-6991	1.1.1.227
PWY-6349	2.7.7.67
PWY-7781	2.8.2.f
PWY-782	1.14.19.35
PWY-7897	2.3.1.74
PWY-6515	2.3.1.74
PWY-7163	2.1.1
PWY-5080	1.1.1.330
PWY-7947	1.14.15.24
SPHINGOLIPID-SYN-PWY	2.3.1.297
PWY-6566	2.4.1.226
PWY-6239	2.4.1.236
PWY-7109	1.14.13.154
PWY-7108	1.14.13.154
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	3.1.1.6
PWY-7836	2.4.99.8
PWY-7119	1.2.1.3
PWY-7458	2.4.1
PWY-7797	5.1.1.14
PWY-5872	2.1.1.114
PWY-5287	2.1.1.119
PWY-7723	1.5.1.38
ALKANEMONOX-PWY	1.5.1.38
PWY-7352	1.13.12
PWY-7354	1.13.12
PWY-8127	2.5.1.62
PWY-7516	4.2.1.43
PWY-5517	4.2.1.43
P282-PWY	1.7.2
PWY-7603	2.5.1.109
PWY-762	1.14.19.25
PWY-7168	2.3.1
PWY-5381	6.3.5.1
PWY-7761	6.3.5.1
PYRIDNUCSAL-PWY	6.3.5.1
PWY-5653	6.3.5.1
PWY3O-4107	6.3.5.1
PYRIDNUCSYN-PWY	6.3.5.1
PWY-7950	1.3.99
HOMOSER-METSYN-PWY	2.1.1.13
PWY-2201	2.1.1.13
HSERMETANA-PWY	2.1.1.13
1CMET2-PWY	2.1.1.13
PWY-3841	2.1.1.13
ADENOSYLHOMOCYSCAT-PWY	2.1.1.13
PWY-7632	2.3
PWY-5098	3.1.1.14
PWY-7164	3.1.1.14
PWY-7562	5.5.1.25
PWY-3041	4.2.3.106
ILEUSYN-PWY	4.2.1.9
PWY-5101	4.2.1.9
PWY-5104	4.2.1.9
PWY-5103	4.2.1.9
PWY-7836	2.4.1.62
PWY-8058	3.1.2
PWY-735	2.3.1.16
PWY-6681	1.2.1
PWY-6572	4.2.2.21
PWY-7308	3.5.1.4
PWY-6005	1.14.14.M30
DAPLYSINESYN-PWY	3.5.1.18
PWY-7256	2.4.1.300
PWY-2541	1.3
PWY-6633	1.17.5.2
PWY-7256	2.4.1.299
PWY1F-FLAVSYN	1.14.11.9
PWY-6787	1.14.11.9
PWY4FS-13	5.1.3
PWY-5971	6.2.1.3
PWY-7905	2.4.1.371
PWY-5105	2.4.1.185
PWY-4921	3.5.3.15
PWY-7907	2.3.1
PWY-8147	1.8.4.16
PWY-922	4.1.1.33
PWY-7391	4.1.1.33
PWY-7250	2.8.1
PWY-7841	2.4.99.6
PWY-6060	2.1.3.10
PWY-7802	2.3.2.29
PWY-8047	5.3.3
PWY-7478	1.14.14.123
PWY-5905	1.14.99.29
PWY-7801	2.3.2.6
PWY-7802	2.3.2.29
PWY-8047	5.3.3
PWY-8133	2.3.1
PWY-7043	5.1.2
PWY-6308	2.5.1.73
PWY-8147	1.8.4.15
PWY-5770	1.10.3.16
PWY-7250	2.8.1
PWY-7709	4.2.3.26
PWY-7182	4.2.3.26
PWY0-1599	1.8.4.15
PWY-7801	2.3.2.6
PWY-7760	2.1.1.332
PWY-7758	2.1.1.332
PWY-7759	2.1.1.332
PWY-5270	1.1.1.248
PWY-7265	2.3.1
PWY-7267	2.4.1.115
PWY-7967	3.1.3.73
PWY-7694	3.4.11
PWY-8200	5.3.3.1
LACTOSEUTIL-PWY	3.2.1.23
PWY-7650	1.14.13
PWY-5361	1.14.19.10
PWY-5152	1.14.11.9
PWY-6546	1.14.14
PWY0-1337	2.3.1.16
PWY-7094	2.3.1.16
PWY-7172	2.3.1
PWY-6958	2.3.1.23
PWY-7574	3.1.2.4
PWY-3941	3.1.2.4
PWY-7761	3.5.1.42
CODH-PWY	1.17.1.10
PWY-5372	1.17.1.10
PWY-6140	3.1.3.103
PWY-5098	3.1.1.82
PWY-8125	2.3.3.10
PWY-7524	2.3.3.10
PWY-922	2.3.3.10
PWY-7571	2.3.3.10
PWY-7391	2.3.3.10
PWY66-367	2.3.3.10
PWY-6174	2.3.3.10
PWY-5287	1.3.1.107
PWY-7636	1.1.99
PWY-7814	4.2.1
PWY0-321	4.2.1.17
PWY-1361	4.2.1.17
PWY-7906	2.5.1.M12
PWY-5922	3.1.1.83
PWY-4061	2.3.1.80
PWY-4502	2.5.1
PWY-6899	3.5.1
PWY-7403	3.5.1
PWY-8152	1.3.99.5
PWY-6324	1.4.3.23
PWY-6710	3.3.2.10
PWY-8041	1.1.1.330
PWY-7071	2.4.1
PWY-6143	3.6.1.57
PWY-7570	5.4.3
PWY-7770	2.1.1.328
PWY-8008	6.3.2.56
PWY-3162	1.13.99
PWY-7290	2.4.1.122
PWY-5400	2.3.1
PWY-3261	5.1.3
PWY66-388	4.1.2
PWY-6090	1.3.1.119
PWY-2503	1.14.12.10
PWY-7483	2.1.1.306
PWY-7591	1.3.99.40
PWY-5036	1.14.11
PWY-7000	2.6.1.101
PWY-7022	2.6.1.101
PWY-7014	2.6.1.101
PWY-6462	2.3.2
PWY-7857	2.5.1.137
PWY-7807	2.7.4.23
PWY-7805	2.7.4.23
PWY-7161	2.1.1.82
PWY-7150	2.1.1.82
PWY-6435	3.1.2.23
PWY-6215	3.1.2.23
PWY-7119	3.5.1.23
PWY-7498	2.1.1
PWY-7436	2.1.1.95
PWY-8157	1.14.14.96
PWY-361	1.14.14.96
PWY-6320	1.14.14.96
PWY-6039	1.14.14.96
PWY-6040	1.14.14.96
PWY-7754	1.3.1.114
PWY-8134	1.3.1.114
PWY-116	2.4.1.111
SPHINGOLIPID-SYN-PWY	1.1.1.102
PWY-3261	1.1.1
PWY-7409	3.1.1.5
PWY-8155	1.3.99
PWY-5662	2.4.1.266
PWY-6720	6.3.4
PWY-8004	3.1.1.31
GLYCOLYSIS-E-D	3.1.1.31
P122-PWY	3.1.1.31
RUMP-PWY	3.1.1.31
OXIDATIVEPENT-PWY	3.1.1.31
PWY-6638	4.4.1.25
PWY-7773	4.1.1.103
PWY-7772	4.1.1.103
LIPAS-PWY	3.1.1.34
LIPAS-PWY	3.1.1.3
PWY-7759	2.5.1.bl
P3-PWY	4.2.1.150
P162-PWY	4.2.1.150
CENTFERM-PWY	4.2.1.150
PWY-6583	4.2.1.150
PWY0-1337	4.2.1.150
PWY-6863	4.2.1.150
PWY-5789	4.2.1.150
PWY-7401	4.2.1.150
PWY-5177	4.2.1.150
PWY-6883	4.2.1.150
PWY-581	4.99.1.6
PWY-5883	4.3.1.25
PWY-5883	4.3.1.24
PWY-8157	4.3.1.25
PWY-8157	4.3.1.24
PWY-6457	4.3.1.25
PWY-6457	4.3.1.24
PWY1F-467	4.3.1.25
PWY1F-467	4.3.1.24
PWY-1121	4.3.1.25
PWY-1121	4.3.1.24
PWY-5048	4.3.1.25
PWY-5048	4.3.1.24
PWY-6444	4.3.1.25
PWY-6444	4.3.1.24
PWY-6713	3.1.1.65
PWY-6714	3.1.1.65
PWY-7698	1.1.1.90
PWY-7655	2.1.1
PWY-1061	2.1.1
PWY-5925	1.14.11.25
PWY-7109	2.4.1
PWY-6558	3.1.1
PWY-741	1.14.15.25
PWY-7173	2.4.1.240
PWY-7862	1.1.1.16
PWY-7174	2.5.1.49
PWY-8132	2.5.1.49
PWY-7892	2.8.1.13
14DICHLORBENZDEG-PWY	1.13.11.M6
PWY-7510	4.2.1
PWY-7818	2.4.1
PWY-6219	6.3
PWY-102	1.14.11
PWY-6919	1.14.20
PWY-7412	2.4.1
PWY-6771	4.2.2.23
PWY-7035	1.3.1.93
PWY-6588	2.8.3.9
ACETOACETATE-DEG-PWY	2.8.3.9
PWY-5748	2.1.1
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.260
PWY-7722	1.1.1.390
PWY-5414	1.14.13
PWY-6616	1.1.1.338
PWY-2181	1.14.14
PWY-8013	5.1.3.42
PWY-7817	2.7.8.5
PWY-5269	2.7.8.5
PWY0-1545	2.7.8.5
PWY4FS-7	2.7.8.5
PWY4FS-8	2.7.8.5
PWY-5668	2.7.8.5
PWY-7850	3.5.1
PWY66-397	1.13.11.34
LACTOSEUTIL-PWY	1.1.99.13
PWY-7656	1.2.1.84
PWY-1901	2.4.1
PWY-8178	2.2.1.1
PWY-6901	2.2.1.1
CALVIN-PWY	2.2.1.1
PWY-5723	2.2.1.1
NONOXIPENT-PWY	2.2.1.1
P185-PWY	2.2.1.1
PWY-1861	2.2.1.1
P21-PWY	2.2.1.1
PWY-6950	2.1.1.241
PWY-7480	4.1.1
PWY-7000	1.1.3.43
PWY-7015	1.1.3.43
PWY-7922	2.4.1
GALACTUROCAT-PWY	5.3.1.12
PWY-7248	5.3.1.12
PWY-6471	2.4.1.129
PWY-1921	3.2.1
PWY-6841	2.3.2
PWY-5955	1.1.1.353
PWY-7841	2.4.1.149
PWY-7185	3.6.1.15
PWY-7210	3.6.1.15
PWY-7198	3.6.1.15
PWY-7184	3.6.1.15
PWY-6545	3.6.1.15
PWY-7819	2.4.1
PWY-6174	4.1.1.99
PWY-7778	3.3.2.10
PWY-6756	2.4.2.28
PWY-5756	2.4.1
PWY-1121	2.3.1.110
PWY-5474	2.3.1.110
P661-PWY	1.14.12
PWY-7726	1.14.19.3
PWY-7248	3.1.1.11
PWY-7246	3.1.1.11
PWY-5662	3.1.3.85
PWY-8019	1.13.11.M10
PWY-6943	1.1.1.51
PHENYLALANINE-DEG1-PWY	1.14.16.1
PWY-6134	1.14.16.1
PWY-6433	2.3.1.199
PWY-7660	1.14.13
PWY-7703	1.2.1
PWY18C3-5	3.2.1
PWY-8083	5.3.3
PWY-7114	3.2.1.149
PWY-6473	2.6.1.96
PWY-4321	2.6.1.96
PWY-7013	1.1.1.1
PWY-7517	2.1.1
PWY-2221	1.2.1.3
PWY-6021	1.14.14.10
PWY-6611	2.7.1.73
PWY-2821	2.4.1.195
PWY-8151	4.2.1
PWY-6946	4.2.1
PWY-6945	4.2.1
PWY-7420	2.3.1.22
PWY-7913	3.1.2.20
PWY-6345	1.4.3.23
PWY-7040	1.4.3.23
PWY-6346	1.4.3.23
PWY-8044	4.2.1.M27
PWY-6191	1.14.12.26
PWY-4821	4.1.1.35
PWY-5660	1.14.14.176
PWY-7297	1.14.17
PWY-7044	3.5.99.8
PWY-6989	1.1.1
PWY-7204	1.4.3.5
PLPSAL-PWY	1.4.3.5
PWY-7754	1.3.1.114
PWY-2821	4.4.1.13
PWY18C3-8	2.3.1
PWY-7119	3.1.4
M-CRESOL-DEGRADATION-PWY	1.14.13.23
PWY-7606	1.1.1.330
PWY-4441	3.2.1.182
PWY-8184	2.6.1.42
PWY-8173	2.6.1.42
PWY-5108	2.6.1.42
ILEUSYN-PWY	2.6.1.42
ILEUDEG-PWY	2.6.1.42
PWY-5101	2.6.1.42
PWY-5104	2.6.1.42
PWY-5103	2.6.1.42
PWY-5078	2.6.1.42
PWY-7019	5.1.3
PWY-7487	2.4.1
ECASYN-PWY	2.7.8.33
PWY-7905	2.7.8.33
PWY-7819	2.7.8.33
PWY-7815	2.7.8.33
PWY-7816	2.7.8.33
TEICHOICACID-PWY	2.7.8.33
PWY-7530	2.7.8.33
PWY-7290	2.7.8.33
PWY-6494	1.14.14
PWY-6689	6.5.1
PWY-7867	1.8.98.5
PWY-5922	1.14.13.105
PWY-7520	2.5.1
PWY-2343	2.4.1.170
PWY-6857	2.3.1.135
PWY-6861	2.3.1.135
PWY-5656	2.4.1.217
PWY-4781	3.1.3.62
PWY-8139	1.1.1
PWY-6749	2.6.1
PWY-7824	2.4.1
PWY-6313	1.1.1.1
PWY-7179-1	3.5.4.4
PWY-7179	3.5.4.4
PWY-6690	1.3.1.87
PWY-5773	2.1.1
PWY-7346	1.1.1.22
PWY-7820	1.1.1.22
PWY-6100	1.2.1.47
PWY-7300	1.3.1
PWY-7914	2.8.2.10
PWY-5429	1.14.15.26
PPGPPMET-PWY	3.6.1.40
PWY-7735	1.8.3
PWY0-1586	2.4.1.129
PWY-5203	1.14.14.M31
PWY18C3-11	2.3.1
PWY-7911	4.2.3.135
PWY-7607	1.14.14
PWY-7204	3.1.3.74
PWY-7790	4.1.1.23
PWY-7791	4.1.1.23
PWY-5686	4.1.1.23
PWY-7523	2.6.1
PWY-5981	2.3.1.275
TRNA-CHARGING-PWY	6.1.1.5
PWY-6763	4.2.1
PWY1A0-6325	1.14.14
DISSULFRED-PWY	1.8.99.2
PWY-5278	1.8.99.2
PWY-5279	1.8.99.2
PWY-7780	1.14.13
PWY-6556	3.2.2.3
PWY-3641	1.2.1.4
PWY-7739	1.14.14
P181-PWY	1.1.1.328
PWY-882	3.1.3.93
PWY-6650	1.1.1.216
PWY-6575	1.1.1.216
PWY-6577	1.1.1.216
PWY-6148	2.4.2.54
PWY18C3-21	2.4.1
PWY18C3-25	2.4.1
PWY-8069	1.1.1.419
PWY-7037	2.7.8.36
PWY-7031	2.7.8.36
PWY-7921	2.4.1
PWY-6117	1.5.3.13
PWY-6433	2.3.1.23
PWY-6478	5.3.1.28
PWY0-1241	5.3.1.28
PWY-7489	1.1.1
PWY-7531	2.6.1
PWY-2541	2.1.1.41
PWY-1061	2.4.1.43
PWY-5923	1.1.98
PWY-6827	4.2.2.25
PWY-7535	2.3.1.161
PWY-7826	1.14.19
PWY-6048	1.3.8
PWY-6121	6.3.3.1
PWY-6277	6.3.3.1
PWY-6122	6.3.3.1
PWY-7398	1.14.14
PWY-6219	6.3
PWY-5788	6.3
PWY-8014	2.6.1.1
PWY-8014	2.6.1.57
PWY-8014	2.6.1.27
ANAPHENOXI-PWY	2.6.1.1
ANAPHENOXI-PWY	2.6.1.57
ANAPHENOXI-PWY	2.6.1.27
PWY-5079	2.6.1.1
PWY-5079	2.6.1.57
PWY-5079	2.6.1.27
PHESYN	2.6.1.1
PHESYN	2.6.1.57
