#PathwayID	Number
PWY-5279	2.7.7.5
PWY3DJ-12	1.14.19.17
PWY-5270	1.1.1.247
PWY-7260	2.4.1.300
PWY-7695	1.1.1
PWY-782	1.14.99.35
PWY-7172	2.3.1
PWY-5355	1.7.3.1
PWY-7057	3.2.1
PWY-5074	1.1.1.88
PWY-7416	2.3.1.158
TRIGLSYN-PWY	2.3.1.158
PWY-4502	2.5.1
PWY-6974	1.1.1
PWY-6938-1	4.2.1.136
PWY-7070	1.14.13
PWY-7570	6.3.2
PWY-5094	2.4.1.185
PWY-7577	2.3.1
PWY-6090	1.14.12.26
PWY-6763	6.2.1.25
PWY-6443	6.2.1.25
BENZCOA-PWY	6.2.1.25
PWY-5001	6.2.1.25
PWY-283	6.2.1.25
PWY-7483	2.1.1.307
PWY-8139	2.7.7.33
PWY-5940	2.7.7.33
PWY-5833	2.7.7.33
PARATHION-DEGRADATION-PWY	3.1.8.1
PWY0-541	2.1.1.79
PWY-7458	2.4.1
PWY-7436	2.1.1.295
PWY-5872	4.1.1
PWY-7754	1.3.1.114
PWY-8134	1.3.1.114
PWY-6260	1.21.99.4
P261-PWY	4.4.1.19
P561-PWY	1.5.3
PWY-7357	3.5.99
PWY-7760	2.1.1.333
PWY-7759	2.1.1.333
PWY-8168	2.7.7.77
PWY-5644	1.13.11.74
PWY-5534	1.1.1.269
PWY-6681	2.5.1
PWY-7698	1.1.1.90
PWY-8078	5.1.3
PWY-6568	2.8.2.35
PWY-7615	4.2.1.97
PWY-5321	2.4.1.239
PWY-7173	2.4.1.239
PWY-7401	1.3.8.10
PWY-7402	1.3.8.10
P321-PWY	1.3.8.10
PWY-7954	2.3.1
PWY66-221	1.14.14.1
PWY-7754	1.1.1.52
PWY-7755	1.1.1.52
PWY-8142	3.1.1.17
PWY3DJ-35471	3.1.1.17
PWY-5748	1.5.5
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.259
PWY-7526	2.5.1.107
PWY-6891	2.2.1.7
PWY-6892	2.2.1.7
PYRIDOXSYN-PWY	2.2.1.7
NONMEVIPP-PWY	2.2.1.7
PWY-7560	2.2.1.7
PWY-6430	1.3.1.2
PWY-7692	1.1.1
PWY-7849	1.14.99
PWY-6095	5.4.99.37
ANAGLYCOLYSIS-PWY	4.2.1.11
GLYCOLYSIS	4.2.1.11
PWY-5484	4.2.1.11
P341-PWY	4.2.1.11
PWY-8004	4.2.1.11
PWY-2221	4.2.1.11
PWY-1622	4.2.1.11
PWY-6142	4.2.1.11
GLUCONEO-PWY	4.2.1.11
PWY-7003	4.2.1.11
P124-PWY	4.2.1.11
P122-PWY	4.2.1.11
PWY-6901	4.2.1.11
NPGLUCAT-PWY	4.2.1.11
PWY66-399	4.2.1.11
PWY-7218	4.2.1.11
PWY-7124	4.2.1.11
PWY-6886	4.2.1.11
PWY-5723	4.2.1.11
PWY-1042	4.2.1.11
PWY-6527	3.2.1.22
P163-PWY	5.4.3.3
PWY-7168	2.3.1
PWY-7269	2.7.1.86
PWY-7268	2.7.1.86
PWY-5083	2.7.1.86
PWY-5940	2.1.4.2
PWY-6835	2.1.1
TYRFUMCAT-PWY	1.13.11.5
P3-PWY	3.7.1
PWY-7901	2.4.1.195
TEICHOICACID-PWY	2.7.8.M1
DHGLUCONATE-PYR-CAT-PWY	1.1.1.43
PWY-6433	1.14.19.25
PWY-7703	1.1
PWY-8083	1.14.11
PWY-5725	4.2.3.47
PWY66-161	1.14.14
PWY-6596	3.2.2.2
PWY-882	1.1.1.316
PWY-8143	3.1.1
PWY-6415	3.1.1
PWY0-1309	3.2.1.86
PWY-7838	2.4.1
PWY-7077	3.5.99
PWY-7395	3.5.99
PWY-6722	2.4.1
PWY-3461	1.3.1.78
PWY-6986	1.1.1.126
PWY-6061	4.2.1.107
PWY-7786	1.1.1.403
PHOSLIPSYN2-PWY	2.7.8.11
PWY-7625	2.7.8.11
PWY-6352	2.7.8.11
PWY-6351	2.7.8.11
TRNA-CHARGING-PWY	6.1.1.12
PWY-6107	1.14.13.1
PWY-7898	3.13.1
PWY-7478	1.14.14
PWY-5875	1.14.99.M5
PWY-8157	2.3.1.133
PWY-361	2.3.1.133
PWY-6320	2.3.1.133
PWY-6039	2.3.1.133
PWY-6040	2.3.1.133
PWY-7154	2.1.1.142
PWY-6855	2.7.1.147
PWY-6829	2.1.1.220
PWY-6313	1.2.1.3
PWY-7352	4.2.1
PWY-7354	4.2.1
PWY-6690	3.7.1.14
PWY-735	1.1.1
PWY-6682	2.7.1
PWY-6896	2.7.1.89
PWY-6572	4.2.2.20
PWY-6572	4.2.2.5
PWY-7706	6.3.2.47
PWY-7376	1.14.13.83
PWY-5380	2.4.1
PWY-5672	2.4.1.364
PWY-6074	1.3.1.70
PWY-8026	1.3.1.70
PWY66-341	1.3.1.70
PWY-6672	4.2.1.57
PWY-7643	2.1.1
PWY66-398	6.2.1.4
PWY-6943	1.1.1.50
PWY-6943	1.1.1.213
PWY-6943	1.1.1.209
PWY-7581	5.1.3.8
PWY-7693	2.1.3
PWY1F-823	1.1.1.219
PWY-6539	1.1.1.M1
PWY-7706	1.5.1.51
PWY-7694	1.5.1.51
PWY-8008	1.5.1.51
PWY-8069	1.1.1.419
PWY-7256	2.4.1.299
PWY-6117	2.3.1.57
M-CRESOL-DEGRADATION-PWY	1.2.1.7
PWY-5381	3.5.1.19
PYRIDNUCSAL-PWY	3.5.1.19
PWY3O-4107	3.5.1.19
P345-PWY	3.5.1.19
PWY-7489	1.1.1
PWY4FS-17	5.2.1
PWY-5924	1.14.13.107
PWY-5301	2.3.1.160
4-HYDROXYMANDELATE-DEGRADATION-PWY	4.1.1.7
PWY-6048	6.2.1.44
PWY-7398	4.3.1.23
PWY-7398	4.3.1.25
PWY-1121	1.14.14.80
PWY-321	1.14.14.80
PWY-6733	1.14.14.80
PWY-6959	4.1.1
PWY-6703	6.3.4.20
PWY-8037	1.14.15
PWY-5105	2.4.1
PWY-7900	5.4.99.16
PWY-2622	5.4.99.16
PWY-6168	2.5.1.9
PWY-6167	2.5.1.9
RIBOSYN2-PWY	2.5.1.9
PWY-7285	2.1.1
PWY-3081	2.6.1.118
PWY-7087	4.2.3.118
PWY-5392	6.4.1.7
PWY-6574	6.3.2
PWY-7644	3.1.6.11
PWY-7851	4.1.1.36
COA-PWY	4.1.1.36
PWY-7968	2.7.8.26
PWY-7674	2.5.1.55
PWY-1269	2.5.1.55
PWY-7648	1.14.13
PWY-6086	1.14.13.20
PWY-7091	3.2.1.21
PWY-7049	4.2.1.134
PWY-6958	4.2.1.134
HISTSYN-PWY	2.4.2.17
PWY66-201	1.4.3.24
PWY-6993	1.4.3.24
PWY-7473	1.14.14.63
PWY-7491	2.4.1
PWY-3661-1	2.1.1.5
PWY-3661	2.1.1.5
ADENOSYLHOMOCYSCAT-PWY	2.1.1.5
PWY-7812	2.1.1.335
PWY-1186	2.6.1
PWY-5922	1.1.1.296
PWY-7367	3.1.1
PWY-6887	1.13.12
PWY-7400	3.5.1.al
PWY-8133	2.4.1
P162-PWY	4.2.1.167
PWY-8190	4.2.1.167
PWY-7912	1.13.12.18
PWY-8041	2.3.1.199
PWY-6684	4.99.1.M4
PWY0-301	5.1.3.4
PWY-6961	5.1.3.4
ARABCAT-PWY	5.1.3.4
LYXMET-PWY	5.1.3.4
PWY-8032	2.6.1
PWY-6406	4.2.99.21
PWY-5534	4.4.1.23
PWY-5710	2.3.2.35
TOLUENE-DEG-3-OH-PWY	1.14.13.236
TOLUENE-DEG-4-OH-PWY	1.14.13.236
P481-PWY	1.14.14.108
PWY-7769	2.6.1
PWY-6322	2.6.1
PWY-7841	2.4.1.274
PWY-7839	2.4.1.274
PWY-7838	2.4.1.274
PWY-7836	2.4.1.274
PWY-7760	4.2.1.169
PWY-7758	4.2.1.169
PWY-7759	4.2.1.169
PWY-8041	1.3.1.93
PWY-7816	2.3.1.M32
PWY-7767	1.3.1.44
PWY-5642	1.14.12.24
PWY-6683	1.8.1.2
SO4ASSIM-PWY	1.8.1.2
TOLUENE-DEG-CATECHOL-PWY	1.14.15.26
PWY-6100	1.14.11.1
PWY-3621	1.14.11.1
PWY-7287	6.3.1.15
PWY-7712	1.14.14
PWY-8090	1.1.1.421
PWY-8091	1.1.1.421
PWY-8092	1.1.1.421
PWY-7697	2.4.1
PWY-7189	4.2.1.M14
PWY-8076	1.14.11.M27
ANAGLYCOLYSIS-PWY	2.7.1.40
GLYCOLYSIS	2.7.1.40
PWY-5484	2.7.1.40
P341-PWY	2.7.1.40
PWY-8004	2.7.1.40
PWY-2221	2.7.1.40
PWY-6142	2.7.1.40
PWY-7003	2.7.1.40
P124-PWY	2.7.1.40
P122-PWY	2.7.1.40
PWY-7383	2.7.1.40
PWY-6901	2.7.1.40
NPGLUCAT-PWY	2.7.1.40
PWY-7218	2.7.1.40
PWY-6886	2.7.1.40
PWY-5723	2.7.1.40
FERMENTATION-PWY	2.7.1.40
PWY-1042	2.7.1.40
PWY66-382	1.14.14.16
PWY-6550	3.7.1.13
PWY-7919	3.2.1.207
PWY-7918	3.2.1.207
PWY-7172	2.3.1
PWY-7590	1.14.19.23
PWY-6999	1.14.13.179
PWY66-387	3.1.2.10
PWY66-388	3.1.2.10
PWY-7985	3.1.2.10
PWY-6696	3.1.2.10
PWY-6459	2.3.2.17
PWY-7159	2.1.1.11
CHLOROPHYLL-SYN	2.1.1.11
PWY-5531	2.1.1.11
PWY-7205	2.7.4.6
PWY-5153	1.14.20
PWY-7399	4.7.1.1
PWY0-1533	4.7.1.1
PWY-7559	3.4.19.13
PWY-7405	1.14.13
PWY-8151	6.2.1
PWY-7071	2.4.1
PWY-6710	3.3.2.10
PWY-8042	3.1.2
PWY-7052	6.3.2.30
PWY-3162	1.13.99.3
PWY-7771	3.5.1
PWY-7530	5.1.3.26
PWY-7290	5.1.3.26
PWY-7394	1.14.13.113
PWY-7718	1.10.3.4
PWY-7846	2.1.1.342
PWY-5407	4.2.1.92
PWY-5787	1.10.3
PWY-5198	1.3.8.u
PWY-7192	2.4.1.234
PWY-7817	3.1.3.27
PWY-5269	3.1.3.27
PWY0-1545	3.1.3.27
PWY4FS-7	3.1.3.27
PWY4FS-8	3.1.3.27
PWY-5668	3.1.3.27
PWY66-389	1.3.1.38
P163-PWY	2.8.3.9
PWY-6588	2.8.3.9
PWY-7653	2.1.1
PWY-8161	4.1.1.7
PWY-1501	4.1.1.7
PWY-7919	3.2.1.113
PWY-7483	1.14.13.200
PWY1G01-4	1.14.11.64
PWY0-461	1.14.11.64
PWY-7592	1.14.19.44
PWY-7725	1.14.19.44
PWY-5036	1.14.11
PWY-7002	3.1.1
PWY-7436	5.5.1.24
PWY-8134	2.8.3.25
PWY-1581	2.1.1.295
PWY-6978	2.1.1.295
PWY-5930	5.5.1.15
PWY-7433	2.4.1.122
PWY-6919	1.14.15
PWY-6915	1.14.15
PWY-6686	2.4.1.266
PWY-8152	4.2.1
PWY-6713	1.1.1.378
PWY-6714	1.1.1.378
PWY-7377	4.99.1.3
PWY-5370	1.14.15
PWY-6368	3.1.3.86
ANAGLYCOLYSIS-PWY	5.3.1.1
GLYCOLYSIS	5.3.1.1
PWY-5484	5.3.1.1
P341-PWY	5.3.1.1
PWY-6142	5.3.1.1
GLUCONEO-PWY	5.3.1.1
PWY-7003	5.3.1.1
PWY66-373	5.3.1.1
PWY66-399	5.3.1.1
CALVIN-PWY	5.3.1.1
P185-PWY	5.3.1.1
PWY-1042	5.3.1.1
AEROBACTINSYN-PWY	1.14.13.59
PWY-5645	1.13.11.76
PWY-7719	2.7.7
PWY-6036	2.3.1.M87
PWY-6598	1.14.19.37
PWY-5301	1.1.1.273
PWY-7977	2.8.1.16
PWY-7701	2.6.1
PWY66-395	1.13.11.34
PWY-8080	1.14.11
PWY-7656	1.2.1.84
PWY-3	2.6.1.113
PWY-6567	2.8.2
PWY-7726	2.3.1
PWY-6842	3.4.13.23
PWY-4061	3.4.13.23
PWY-7000	2.4.1.301
HOMOSER-METSYN-PWY	2.5.1.48
PWY-801	2.5.1.48
PWY-I9	2.5.1.48
GALACTCAT-PWY	4.2.1.140
GALACTCAT-PWY	4.2.1.6
PWY-7955	1.14.20.9
PWY-7862	5.1.3.40
PWY0-901	6.1.1.11
PWY-6281	6.1.1.11
PWY0-1479	3.1.26.5
HISTSYN-PWY	4.2.1.19
PWY-7511	2.3.2.26
PWY-6675	2.8.1
PWY-1801	1.1.1.284
PWY-5954	2.3.1.221
PWY-7837	2.4.1.149
PWY-7434	2.4.1.149
PWY-5133	1.14.99.M4
PWY-5301	1.1.1.317
PWY-7415	2.4.1.317
PWY0-1546	3.4.13.18
PWY-6731	2.4.1.19
PWY-6735	2.4.1.19
PWY-8042	2.3.1.296
VALSYN-PWY	2.2.1.6
PWY-7111	2.2.1.6
PWY-6389	2.2.1.6
PWY-5938	2.2.1.6
PWY-5939	2.2.1.6
PWY-6160	2.2.1.11
PWY-7572	2.5.1
PWY-5783	2.5.1.90
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.265
PWY-6030	1.14.16.4
PWY-7722	1.2.1.97
VALDEG-PWY	1.2.1.27
P562-PWY	5.3.1.30
PWY-8017	1.3.8.15
PWY-8064	4.2.3.205
PWY-7979	2.7.1.183
PWY66-397	3.3.2
CARNMET-PWY	6.2.1.48
PANTO-PWY	2.1.2.11
PWY18C3-3	2.4.1
BGALACT-PWY	3.2.1.108
PWY-7114	3.2.1.149
PWY-7720	4.2.3.145
PWY-7725	1.3.1.93
PWY-7601	1.3.1.93
PWY-6598	1.3.1.93
PWY18C3-22	2.1.1.274
PWY-4203	2.1.1.274
PWY-7009	3.7.1.8
PWY-4041	4.3.2.9
PWY-6477	2.1.1.275
PWY-6363	3.1.3.56
PWY-6567	2.8.2.17
PWY-6842	3.4.17.b
PWY-5956	1.3.1
PWY-8151	1.1.1.145
PWY-6946	1.1.1.145
PWY-7419	2.6.1
PWY-6342	2.1.1.6
PWY-7820	2.4.1
PWY-8034	1.14.15.37
PWY-7942	3.5.2.9
PWY-4041	3.5.2.9
P661-PWY	3.7.1
PWY-5759	2.4.1
PWY-8016	2.6.1.1
PWY-8016	2.6.1.57
PWY-8016	2.6.1.5
PWY-8016	2.6.1.27
PWY-3581	2.6.1.1
PWY-3581	2.6.1.57
PWY-3581	2.6.1.5
PWY-3581	2.6.1.27
PWY-5754	2.6.1.1
PWY-5754	2.6.1.57
PWY-5754	2.6.1.5
PWY-5754	2.6.1.27
PWY-5048	2.6.1.1
PWY-5048	2.6.1.57
PWY-5048	2.6.1.5
PWY-5048	2.6.1.27
TYRSYN	2.6.1.1
TYRSYN	2.6.1.57
TYRSYN	2.6.1.5
TYRSYN	2.6.1.27
PWY-7518	2.6.1.1
PWY-7518	2.6.1.57
PWY-7518	2.6.1.5
PWY-7518	2.6.1.27
PWY-7514	2.6.1.1
PWY-7514	2.6.1.57
PWY-7514	2.6.1.5
PWY-7514	2.6.1.27
PWY3O-4108	2.6.1.1
PWY3O-4108	2.6.1.57
PWY3O-4108	2.6.1.5
PWY3O-4108	2.6.1.27
PWY-5886	2.6.1.1
PWY-5886	2.6.1.57
PWY-5886	2.6.1.5
PWY-5886	2.6.1.27
TYRFUMCAT-PWY	2.6.1.1
TYRFUMCAT-PWY	2.6.1.57
TYRFUMCAT-PWY	2.6.1.5
TYRFUMCAT-PWY	2.6.1.27
PWY-5151	2.6.1.1
PWY-5151	2.6.1.57
PWY-5151	2.6.1.5
PWY-5151	2.6.1.27
PWY-7760	2.5.1.bl
PWY18C3-1	1.14.19.20
PWY66-341	1.14.19.20
PWY66-3	1.14.19.20
PWY-6760	3.1.1.68
PWY-7727	1.14.19
PWY-5660	1.14.13.146
PWY-7102	4.2.3.59
PWY-6627	4.2.1
PWY-3901	1.3.3.8
PWY66-378	1.1.1.64
LIPASYN-PWY	3.1.4.3
PWY-6433	1.3.1.93
PWY-7704	1.14.20
PWY-7661	2.4.1
PWY18C3-7	1.14.13
PWY-6453	2.3.1.51
PWY-7646	4.2.2.21
PWY-7015	3.1.3.88
PWY-5292	1.3.1.36
PWY-5301	1.3.1.36
PWY-6483	2.7.1.91
NONMEVIPP-PWY	4.6.1.12
PWY-7560	4.6.1.12
LIPASYN-PWY	3.1.4.11
PWY-7039	3.1.4.11
PWY-6367	3.1.4.11
PWY-6351	3.1.4.11
PWY-8110	4.1.1.28
PWY-3581	4.1.1.28
PWY66-301	4.1.1.28
PWY-5403	4.1.1.28
PWY-5426	4.1.1.28
P105-PWY	2.3.3.16
P105-PWY	2.3.3.1
PWY-6969	2.3.3.16
PWY-6969	2.3.3.1
PWY-7254	2.3.3.16
PWY-7254	2.3.3.1
PWY-5913	2.3.3.16
PWY-5913	2.3.3.1
PWY66-398	2.3.3.16
PWY66-398	2.3.3.1
PWY-6728	2.3.3.16
PWY-6728	2.3.3.1
PWY-5690	2.3.3.16
PWY-5690	2.3.3.1
TCA	2.3.3.16
TCA	2.3.3.1
PWY-7124	2.3.3.16
PWY-7124	2.3.3.1
GLYOXYLATE-BYPASS	2.3.3.16
GLYOXYLATE-BYPASS	2.3.3.1
PWY-6549	2.3.3.16
PWY-6549	2.3.3.1
FERMENTATION-PWY	2.3.3.16
FERMENTATION-PWY	2.3.3.1
REDCITCYC	2.3.3.16
REDCITCYC	2.3.3.1
PWY-5123	5.3.3.2
PWY-8125	5.3.3.2
PWY-6383	5.3.3.2
PWY-7524	5.3.3.2
PWY-922	5.3.3.2
PWY-6859	5.3.3.2
NONMEVIPP-PWY	5.3.3.2
PWY-7560	5.3.3.2
PWY-7391	5.3.3.2
PWY-7102	5.3.3.2
PWY-6174	5.3.3.2
PWY-31	1.6.6
PWY-5972	1.3.1
PWY-7841	2.4.1.206
PWY-7839	2.4.1.206
PWY-6946	2.3.1.16
PWY-6948	2.3.1.16
PWY-6945	2.3.1.16
PWY-7422	2.3.1.239
PWY-5139	2.4.1.116
PWY-6346	2.1.1
PWY-6767	1.14.99.44
PWY-7822	3.2.1.201
PWY-7079	1.14.19
PWY-7779	1.1.1.M26
PWY-7854	1.3.3.6
PWY-7574	1.3.3.6
PWY-7953	6.3.2.13
PWY-6387	6.3.2.13
CALVIN-PWY	1.2.1.13
PWY-3542	2.1.1
PWY-6990	3.1.3
PWY-5425	4.2.3.76
PWY-6638	2.6.1.1
PWY-6642	2.6.1.1
PWY-6643	2.6.1.1
PWY-7733	2.6.1
PWY6666-1	3.5.1.99
NAGLIPASYN-PWY	3.6.1.54
PWY-7665	6.3.2
PWY-7251	5.4.99.35
PWY-6109	5.4.99.35
PWY-5196	6.3.3.7
PWY18C3-9	2.3.1
PWY18C3-16	2.3.1
DESULFONATION-PWY	1.14.12
PWY-7484	1.14.14
PWY-5661	2.7.1.1
PWY-5661	2.7.1.2
ANAGLYCOLYSIS-PWY	2.7.1.1
ANAGLYCOLYSIS-PWY	2.7.1.2
GLYCOCAT-PWY	2.7.1.1
GLYCOCAT-PWY	2.7.1.2
PWY-5941	2.7.1.1
PWY-5941	2.7.1.2
PWY-7385	2.7.1.1
PWY-7385	2.7.1.2
UDPNACETYLGALSYN-PWY	2.7.1.1
UDPNACETYLGALSYN-PWY	2.7.1.2
GLUCOSE1PMETAB-PWY	2.7.1.1
GLUCOSE1PMETAB-PWY	2.7.1.2
PWY0-1182	2.7.1.1
PWY0-1182	2.7.1.2
PWY-2722	2.7.1.1
PWY-2722	2.7.1.2
TREDEGLOW-PWY	2.7.1.1
TREDEGLOW-PWY	2.7.1.2
PWY-7238	2.7.1.1
PWY-7238	2.7.1.2
P122-PWY	2.7.1.1
P122-PWY	2.7.1.2
P124-PWY	2.7.1.1
P124-PWY	2.7.1.2
PWY-621	2.7.1.1
PWY-621	2.7.1.2
PWY-5514	2.7.1.1
PWY-5514	2.7.1.2
PWY-2723	2.7.1.1
PWY-2723	2.7.1.2
PWY-7606	1.14.19.3
PWY-7868	1.8.98.6
PWY-5922	3.1.1.83
PWY-0	3.5.1.63
PWY-5978	3.1.4.M4
PWY-6558	2.4.1.223
PWY-6935	4.1.1
PWY-5956	1.3.1
PWY-6368	3.1.3.67
PWYQT-4427	2.4.1.M2
PWY-6423	4.99.1.8
PWY18C3-1	1.3.1.70
PWY-5041	3.3.1.1
METHIONINE-DEG1-PWY	3.3.1.1
PWY-7174	5.3.1.23
PWY-8132	5.3.1.23
PWY-4361	5.3.1.23
PWY-6426	1.17.99.4
PWY-7002	1.2.1.61
PWY-5487	1.2.1.61
PWY-6875	1.17.1
PWY-7300	1.14.15.M6
PWY-5666	2.4.1
PWY-7432	4.2.1.51
PHESYN	4.2.1.51
PWY-5642	5.3.2
PWY-5324	2.6.1.71
PWY18C3-10	2.3.1
PWY-7129	2.4.1
PWY-5381	2.4.2
PWY-7920	3.2.1.114
PWY-6433	1.14.18.4
PWY-7027	2.3.3.20
PWY0-1221	3.5.1.94
PWY-7985	6.2.1.8
PWY-6120	1.3.1.43
PWY-7964	2.4.2.21
PWY-2464	1.3.1.45
PWY-6001	1.14.19.6
PWY-6074	1.1.1.170
PWY66-341	1.1.1.170
PWY-8152	1.3.99
PWY-6944	1.3.99
PWY-6763	1.13.12
PWY-7826	2.1.1.336
PWY-6419	1.1.1.24
PWY-7424	3.1.1.13
PWY-5780	1.10.3
PWY-6486	1.1.1.203
PWY-5450	1.3.1.19
PWY-7847	1.14.99.48
PWY-7090	1.1.1.335
PWY-8113	2.7.7.106
PWY-6197	1.14.13.7
PWY-4361	3.5.1.3
PWY-4361	3.5.1.111
P181-PWY	3.5.1.3
P181-PWY	3.5.1.111
PWY-3941	1.3.8.1
PWY-7769	2.7.7
PWY-6322	2.7.7
PWYQT-4450	2.3.3.17
PWY-6442	2.3.1.M34
PWY-1622	6.2.1.9
PWY-5741	6.2.1.9
PWY-7855	3.5.4.44
PWY-5268	2.3.1.214
PWY-7135	2.1.1
PWY-5924	1.1.1.297
PWY-4781	3.1.3.62
PWY-4702	3.1.3.62
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	3.1.1.24
CATECHOL-ORTHO-CLEAVAGE-PWY	3.1.1.24
PWY-7942	4.3.2.7
P162-PWY	1.4.1.2
PWY-8190	1.4.1.2
PWY-5022	1.4.1.2
PWY-6728	1.4.1.2
PWY-7126	1.4.1.2
ALACAT2-PWY	1.4.1.2
GLUTAMATE-DEG1-PWY	1.4.1.2
PWY-3462	4.2.1.91
PWY-7610	1.1.1
PWY-7613	1.1.1
PWY-7490	1.14.14
PWY0-1261	2.7.1.170
PWY-7883	2.7.1.170
PWY-7825	1.1.1.M32
HOMOCYSDEGR-PWY	4.2.1.22
PWY-801	4.2.1.22
PWY-I9	4.2.1.22
PWY-7532	2.3.1
PWY-2541	5.3.3.5
PWY-5987	1
PWY-5924	3.3.2.8
PWY-6941	1.14.14.11
PWY-8178	2.7.1.90
PWY-6724	3.1.3
PWY-7826	2.1.1
PWY-8055	3.1.4.54
TRNA-CHARGING-PWY	6.1.1.7
PWY-6318	1.4.3.4
PWY-5789	6.2.1.40
PWY-6015	2.4.1.105
PWY-8038	1.14.19.M25
PWY-5439	1.10.3
PWY-282	4.1.99.5
PWY-6658	2.7.8.31
PWY-6655	2.7.8.31
PWY-7991	1.1.1.193
RIBOSYN2-PWY	1.1.1.193
PWY-5301	1.3.1.M19
P184-PWY	1.13.11.8
PWY-7990	6.3.2.58
PWY-6909	2.4.2.60
PWY-5707	1.8.3
PWY-5499	3.5.1.29
HCAMHPDEG-PWY	1.13.11.16
PWY-7138	1.14.14.167
PWY-4942	2.1.1.79
PWY-7485	4.1.1.9
PWY-7928	2.5.1.143
PWY-4081	1.8.1.7
PWY-7612	1.14.14
PWY-7036	2.3.1.199
PWY-699	1.14.14
PWY-6557	2.4.2.26
PWY-7851	2.7.7.3
COA-PWY	2.7.7.3
PWY-6948	1.2.1
PWY-8179	1.3.8
PWY66-378	1.1.1.145
PWY-8121	1.1.1.125
PWY-7437	3.2.1.169
PWY-7649	2.6.1
PWY-5816	2.5.1.M1
PWY-7321	2.7.1
PWY-8022	3.1.1.109
PWYQT-4475	4.4.1.13
PWY-7673	1.14.13
PWY-5288	1.14.99.63
PWY-5070	1.14.11
PWY-5021	2.5.1.53
PWY-7932	1.14.19.M18
PWY-7614	2.1.1
PWY-5292	2.3.1.107
LIPA-CORESYN-PWY	2.4.1.58
PWY66-420	6.3.2.11
PWY-7836	2.4.99.9
PWY-7811	2.1.1.M31
PWY-1187	2.8.2.38
PWY-8053	3.1.4.39
PWY-8071	2.3.1.58
PWY-6887	1.14.13
PWY-5287	1.5.3.12
PWY-7401	2.8.3
PWY-6297	1.14.13.228
PWY-6304	4.2.3.8
PWY-5055	3.5.2.18
PWY-7493	1.14.14
PWY-5499	1.1.3.12
PWY-7742	4.1.1.M4
PWY-1187	1.14.11.M9
PWY0-1337	1.3.8.7
PWY-7667	1.14.13
PWY-7668	1.14.13
PWY-5927	1.1.1.296
PWY-7151	2.1.1
PWY-5209	1.5.98
PWY-7769	1.1.1
PWY-6322	1.1.1
PWY-6148	6.3.1
PWY-2724	1.14.13
PWY-8041	1.3.1.93
PWY-6024	2.4.1
PWY-5679	2.5.1.66
PWY-6061	6.2.1.28
PWY-8181	2.3.1.16
DARABCAT-PWY	2.7.1.47
RIBITOLUTIL-PWY	2.7.1.47
PWY-6389	1.1.1.304
PWY-8055	2.7.8.2
PWY-8007	2.5.1.152
PWY-5733	4.2.3.77
PWY-5826	5.4.4
PWY-6421	1.8.1.15
PWY1G-126	1.8.1.15
PWY-5292	1.14.11.20
PWY-7337	1.1.1.M19
PWY-5468	2.3.1.93
PWY-6241	1.11.1.8
PWY-7713	1.14.14
PWY-8091	4.1.1.120
PWY-7745	2.1.1.M15
PWY-8130	2.4.2.28
PWY-7678	2.4.1.295
PWY-5307	2.3.1.153
PWYG-321	2.3.1
PWY-6397	2.3.1
PWY66-378	5.3.3.1
PWY-5515	1.1.1.12
PWY-7623	2.4.1
PWY0-1261	3.2.1.52
PWY-7883	3.2.1.52
PWY-6789	3.2.1.72
PWY-5174	5.3.99.8
PWY-6050	1.8.1.M2
PWY-1361	4.1.2.44
PWY-721	4.2.1
PWY-5830	5.1.3.M5
PWY-102	1.14.11
PWY-7338	1.3.3.6
PWY-6955	2.7.7
PWY-5473	2.3.1.M35
PWY-6260	1.21.99.3
PWY-6664	2.7.8.34
ANAGLYCOLYSIS-PWY	5.4.2.12
GLYCOLYSIS	5.4.2.12
PWY-5484	5.4.2.12
P341-PWY	5.4.2.12
PWY-2221	5.4.2.12
PWY-6142	5.4.2.12
GLUCONEO-PWY	5.4.2.12
PWY-7003	5.4.2.12
P124-PWY	5.4.2.12
PWY-6901	5.4.2.12
PWY-7218	5.4.2.12
PWY-7124	5.4.2.12
PWY-6886	5.4.2.12
PWY-5723	5.4.2.12
PWY-1042	5.4.2.12
PWY-7796	4.1.2.43
RUMP-PWY	4.1.2.43
PWY-1861	4.1.2.43
PWY-7738	2.3.1.279
PWY-601	3.4.13.23
PWY-7325	2.1.1
PWY-7815	2.3.1.M32
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	2.3.1
PWY-5048	1.14.14
PWY-6463	2.3.2.10
PWY-6906	2.4.1.280
PWY-5123	2.5.1.1
PWY-7410	2.5.1.1
PWY-6383	2.5.1.1
PWY-7709	2.5.1.1
PWY-7736	2.5.1.1
PWY-6859	2.5.1.1
PWY-7659	2.5.1.1
PWY-7102	2.5.1.1
PWY-7182	2.5.1.1
PWY-7141	2.5.1.1
PWY-5122	2.5.1.1
PWY-7885	2.4.1.M24
RIBOKIN-PWY	5.4.99.62
PWY-8152	6.2.1
PWY-7045	1.1.1
PWY-7547	1.4.3
PWY-2901	2.4.1
PWY-7923	2.4.2.48
